phase,wall_time,elapsed_sec,gpu_timestamp,gpu_name,utilization_gpu_percent,temperature_gpu_c,power_draw_w,clock_sm_mhz,clock_mem_mhz,memory_used_mb,memory_total_mb,fan_speed_percent,loss
idle,2026-04-29 03:10:27,0.0,2026/04/29 03:10:27.399,NVIDIA GeForce RTX 3080,0,42,66.47,1710,9251,1369,10240,30,
idle,2026-04-29 03:10:29,2.13,2026/04/29 03:10:29.521,NVIDIA GeForce RTX 3080,0,43,99.21,1710,9251,1369,10240,30,
idle,2026-04-29 03:10:31,4.25,2026/04/29 03:10:31.665,NVIDIA GeForce RTX 3080,0,44,99.50,1710,9251,1369,10240,30,
idle,2026-04-29 03:10:33,6.4,2026/04/29 03:10:33.809,NVIDIA GeForce RTX 3080,0,42,71.85,300,810,1369,10240,30,
idle,2026-04-29 03:10:35,8.54,2026/04/29 03:10:35.953,NVIDIA GeForce RTX 3080,0,40,35.27,210,405,1369,10240,30,
idle,2026-04-29 03:10:38,10.68,2026/04/29 03:10:38.092,NVIDIA GeForce RTX 3080,2,40,34.99,210,405,1369,10240,30,
idle,2026-04-29 03:10:40,12.82,2026/04/29 03:10:40.235,NVIDIA GeForce RTX 3080,0,40,35.06,210,405,1369,10240,30,
idle,2026-04-29 03:10:42,14.97,2026/04/29 03:10:42.378,NVIDIA GeForce RTX 3080,0,40,35.15,210,405,1369,10240,30,
idle,2026-04-29 03:10:44,17.11,2026/04/29 03:10:44.519,NVIDIA GeForce RTX 3080,0,40,35.02,210,405,1369,10240,30,
idle,2026-04-29 03:10:46,19.25,2026/04/29 03:10:46.665,NVIDIA GeForce RTX 3080,0,40,34.94,210,405,1369,10240,30,
idle,2026-04-29 03:10:48,21.41,2026/04/29 03:10:48.805,NVIDIA GeForce RTX 3080,0,40,34.87,210,405,1369,10240,30,
idle,2026-04-29 03:10:50,23.54,2026/04/29 03:10:50.946,NVIDIA GeForce RTX 3080,0,40,34.98,210,405,1369,10240,30,
idle,2026-04-29 03:10:53,25.68,2026/04/29 03:10:53.087,NVIDIA GeForce RTX 3080,2,40,34.97,210,405,1369,10240,30,
idle,2026-04-29 03:10:55,27.82,2026/04/29 03:10:55.211,NVIDIA GeForce RTX 3080,0,40,34.93,210,405,1369,10240,30,
idle,2026-04-29 03:10:57,29.94,2026/04/29 03:10:57.350,NVIDIA GeForce RTX 3080,0,40,34.69,210,405,1369,10240,30,
idle,2026-04-29 03:10:59,32.07,2026/04/29 03:10:59.482,NVIDIA GeForce RTX 3080,0,40,34.81,210,405,1369,10240,30,
idle,2026-04-29 03:11:01,34.21,2026/04/29 03:11:01.618,NVIDIA GeForce RTX 3080,0,40,34.84,210,405,1369,10240,30,
idle,2026-04-29 03:11:03,36.35,2026/04/29 03:11:03.757,NVIDIA GeForce RTX 3080,0,39,34.90,210,405,1369,10240,30,
idle,2026-04-29 03:11:05,38.48,2026/04/29 03:11:05.893,NVIDIA GeForce RTX 3080,0,39,34.96,210,405,1369,10240,30,
idle,2026-04-29 03:11:08,40.62,2026/04/29 03:11:08.018,NVIDIA GeForce RTX 3080,2,39,34.92,210,405,1369,10240,30,
idle,2026-04-29 03:11:10,42.75,2026/04/29 03:11:10.160,NVIDIA GeForce RTX 3080,0,39,35.08,210,405,1369,10240,30,
idle,2026-04-29 03:11:12,44.89,2026/04/29 03:11:12.302,NVIDIA GeForce RTX 3080,0,39,35.03,210,405,1369,10240,30,
idle,2026-04-29 03:11:14,47.03,2026/04/29 03:11:14.444,NVIDIA GeForce RTX 3080,0,39,34.95,210,405,1369,10240,30,
idle,2026-04-29 03:11:16,49.18,2026/04/29 03:11:16.585,NVIDIA GeForce RTX 3080,0,39,34.93,210,405,1369,10240,30,
idle,2026-04-29 03:11:18,51.33,2026/04/29 03:11:18.742,NVIDIA GeForce RTX 3080,0,39,34.75,210,405,1369,10240,30,
idle,2026-04-29 03:11:20,53.47,2026/04/29 03:11:20.884,NVIDIA GeForce RTX 3080,0,39,34.85,210,405,1369,10240,30,
idle,2026-04-29 03:11:23,55.61,2026/04/29 03:11:23.025,NVIDIA GeForce RTX 3080,2,39,34.94,210,405,1369,10240,30,
