phase,wall_time,elapsed_sec,gpu_timestamp,gpu_name,utilization_gpu_percent,temperature_gpu_c,power_draw_w,clock_sm_mhz,clock_mem_mhz,memory_used_mb,memory_total_mb,fan_speed_percent,loss
idle,2026-04-28 15:38:32,0.0,2026/04/28 15:38:32.819,NVIDIA GeForce RTX 3080,0,42,59.86,1710,9251,1422,10240,30,
idle,2026-04-28 15:38:34,2.12,2026/04/28 15:38:34.956,NVIDIA GeForce RTX 3080,0,44,99.92,1710,9251,1422,10240,30,
idle,2026-04-28 15:38:37,4.25,2026/04/28 15:38:37.072,NVIDIA GeForce RTX 3080,0,45,100.12,1710,9251,1422,10240,30,
idle,2026-04-28 15:38:39,6.37,2026/04/28 15:38:39.190,NVIDIA GeForce RTX 3080,0,44,91.82,330,810,1422,10240,30,
idle,2026-04-28 15:38:41,8.49,2026/04/28 15:38:41.312,NVIDIA GeForce RTX 3080,3,42,35.73,210,405,1422,10240,30,
idle,2026-04-28 15:38:43,10.62,2026/04/28 15:38:43.436,NVIDIA GeForce RTX 3080,0,41,35.25,210,405,1422,10240,30,
idle,2026-04-28 15:38:45,12.79,2026/04/28 15:38:45.621,NVIDIA GeForce RTX 3080,0,41,35.05,210,405,1422,10240,30,
idle,2026-04-28 15:38:47,14.93,2026/04/28 15:38:47.746,NVIDIA GeForce RTX 3080,0,41,35.22,210,405,1422,10240,30,
idle,2026-04-28 15:38:49,17.06,2026/04/28 15:38:49.875,NVIDIA GeForce RTX 3080,0,41,35.08,210,405,1422,10240,30,
idle,2026-04-28 15:38:52,19.18,2026/04/28 15:38:52.020,NVIDIA GeForce RTX 3080,0,41,35.10,210,405,1422,10240,30,
idle,2026-04-28 15:38:54,21.33,2026/04/28 15:38:54.162,NVIDIA GeForce RTX 3080,0,41,35.33,210,405,1422,10240,30,
idle,2026-04-28 15:38:56,23.47,2026/04/28 15:38:56.306,NVIDIA GeForce RTX 3080,2,41,35.22,210,405,1422,10240,30,
idle,2026-04-28 15:38:58,25.62,2026/04/28 15:38:58.452,NVIDIA GeForce RTX 3080,0,41,35.24,210,405,1422,10240,30,
idle,2026-04-28 15:39:00,27.76,2026/04/28 15:39:00.578,NVIDIA GeForce RTX 3080,0,41,35.15,210,405,1422,10240,30,
idle,2026-04-28 15:39:02,29.89,2026/04/28 15:39:02.722,NVIDIA GeForce RTX 3080,0,40,35.18,210,405,1422,10240,30,
idle,2026-04-28 15:39:04,32.03,2026/04/28 15:39:04.865,NVIDIA GeForce RTX 3080,0,40,35.04,210,405,1422,10240,30,
