phase,wall_time,elapsed_sec,gpu_timestamp,gpu_name,utilization_gpu_percent,temperature_gpu_c,power_draw_w,clock_sm_mhz,clock_mem_mhz,memory_used_mb,memory_total_mb,fan_speed_percent,loss
idle,2026-04-28 16:57:03,0.0,2026/04/28 16:57:03.067,NVIDIA GeForce RTX 3080,0,45,83.64,1710,9251,1429,10240,30,
idle,2026-04-28 16:57:05,2.13,2026/04/28 16:57:05.192,NVIDIA GeForce RTX 3080,0,46,100.04,1710,9251,1429,10240,30,
idle,2026-04-28 16:57:07,4.25,2026/04/28 16:57:07.335,NVIDIA GeForce RTX 3080,0,47,100.10,1710,9251,1429,10240,30,
idle,2026-04-28 16:57:09,6.39,2026/04/28 16:57:09.459,NVIDIA GeForce RTX 3080,2,45,64.50,285,810,1429,10240,30,
idle,2026-04-28 16:57:11,8.52,2026/04/28 16:57:11.586,NVIDIA GeForce RTX 3080,0,43,35.73,210,405,1429,10240,30,
idle,2026-04-28 16:57:13,10.65,2026/04/28 16:57:13.730,NVIDIA GeForce RTX 3080,0,43,35.61,210,405,1429,10240,30,
idle,2026-04-28 16:57:15,12.79,2026/04/28 16:57:15.856,NVIDIA GeForce RTX 3080,0,43,35.47,210,405,1429,10240,30,
idle,2026-04-28 16:57:18,14.91,2026/04/28 16:57:17.996,NVIDIA GeForce RTX 3080,0,43,35.54,210,405,1429,10240,30,
idle,2026-04-28 16:57:20,17.06,2026/04/28 16:57:20.139,NVIDIA GeForce RTX 3080,0,42,35.56,210,405,1429,10240,30,
idle,2026-04-28 16:57:22,19.2,2026/04/28 16:57:22.278,NVIDIA GeForce RTX 3080,0,42,35.58,210,405,1429,10240,30,
idle,2026-04-28 16:57:24,21.34,2026/04/28 16:57:24.421,NVIDIA GeForce RTX 3080,2,42,35.70,210,405,1429,10240,30,
idle,2026-04-28 16:57:26,23.49,2026/04/28 16:57:26.568,NVIDIA GeForce RTX 3080,0,42,35.67,210,405,1429,10240,30,
idle,2026-04-28 16:57:28,25.63,2026/04/28 16:57:28.709,NVIDIA GeForce RTX 3080,0,42,35.63,210,405,1429,10240,30,
idle,2026-04-28 16:57:30,27.77,2026/04/28 16:57:30.851,NVIDIA GeForce RTX 3080,0,42,35.74,210,405,1429,10240,30,
idle,2026-04-28 16:57:33,29.91,2026/04/28 16:57:32.994,NVIDIA GeForce RTX 3080,0,42,35.62,210,405,1429,10240,30,
idle,2026-04-28 16:57:35,32.06,2026/04/28 16:57:35.137,NVIDIA GeForce RTX 3080,0,42,35.55,210,405,1429,10240,30,
idle,2026-04-28 16:57:37,34.2,2026/04/28 16:57:37.281,NVIDIA GeForce RTX 3080,0,42,35.71,210,405,1429,10240,30,
idle,2026-04-28 16:57:39,36.34,2026/04/28 16:57:39.423,NVIDIA GeForce RTX 3080,2,42,35.50,210,405,1429,10240,30,
idle,2026-04-28 16:57:41,38.49,2026/04/28 16:57:41.568,NVIDIA GeForce RTX 3080,0,42,35.60,210,405,1429,10240,30,
idle,2026-04-28 16:57:43,40.63,2026/04/28 16:57:43.712,NVIDIA GeForce RTX 3080,0,42,35.61,210,405,1429,10240,30,
idle,2026-04-28 16:57:45,42.77,2026/04/28 16:57:45.856,NVIDIA GeForce RTX 3080,0,42,35.51,210,405,1429,10240,30,
