phase,wall_time,elapsed_sec,gpu_timestamp,gpu_name,utilization_gpu_percent,temperature_gpu_c,power_draw_w,clock_sm_mhz,clock_mem_mhz,memory_used_mb,memory_total_mb,fan_speed_percent,loss
idle,2026-05-02 06:18:16,0.0,2026/05/02 06:18:16.149,NVIDIA GeForce RTX 3080,0,43,73.00,1710,9251,1501,10240,30,
idle,2026-05-02 06:18:18,2.11,2026/05/02 06:18:18.258,NVIDIA GeForce RTX 3080,0,45,100.10,1710,9251,1501,10240,30,
idle,2026-05-02 06:18:20,4.22,2026/05/02 06:18:20.367,NVIDIA GeForce RTX 3080,0,45,100.22,1710,9251,1501,10240,30,
idle,2026-05-02 06:18:22,6.3,2026/05/02 06:18:22.447,NVIDIA GeForce RTX 3080,2,43,69.80,285,810,1501,10240,30,
idle,2026-05-02 06:18:24,8.38,2026/05/02 06:18:24.544,NVIDIA GeForce RTX 3080,0,41,35.72,210,405,1501,10240,30,
idle,2026-05-02 06:18:26,10.49,2026/05/02 06:18:26.638,NVIDIA GeForce RTX 3080,0,41,35.76,210,405,1501,10240,30,
idle,2026-05-02 06:18:28,12.57,2026/05/02 06:18:28.719,NVIDIA GeForce RTX 3080,0,41,35.62,210,405,1501,10240,30,
idle,2026-05-02 06:18:30,14.66,2026/05/02 06:18:30.812,NVIDIA GeForce RTX 3080,2,41,35.61,210,405,1501,10240,30,
idle,2026-05-02 06:18:32,16.76,2026/05/02 06:18:32.909,NVIDIA GeForce RTX 3080,0,41,35.61,210,405,1501,10240,30,
idle,2026-05-02 06:18:35,18.86,2026/05/02 06:18:35.006,NVIDIA GeForce RTX 3080,0,41,35.53,210,405,1501,10240,30,
idle,2026-05-02 06:18:37,20.94,2026/05/02 06:18:37.090,NVIDIA GeForce RTX 3080,3,41,35.71,210,405,1501,10240,30,
idle,2026-05-02 06:18:39,23.04,2026/05/02 06:18:39.186,NVIDIA GeForce RTX 3080,0,41,35.69,210,405,1501,10240,30,
idle,2026-05-02 06:18:41,25.14,2026/05/02 06:18:41.300,NVIDIA GeForce RTX 3080,0,41,35.64,210,405,1501,10240,30,
idle,2026-05-02 06:18:43,27.25,2026/05/02 06:18:43.396,NVIDIA GeForce RTX 3080,0,41,35.53,210,405,1501,10240,30,
idle,2026-05-02 06:18:45,29.33,2026/05/02 06:18:45.477,NVIDIA GeForce RTX 3080,3,41,35.45,210,405,1501,10240,30,
idle,2026-05-02 06:18:47,31.41,2026/05/02 06:18:47.557,NVIDIA GeForce RTX 3080,0,41,35.43,210,405,1501,10240,30,
idle,2026-05-02 06:18:49,33.5,2026/05/02 06:18:49.645,NVIDIA GeForce RTX 3080,0,41,35.60,210,405,1501,10240,30,
idle,2026-05-02 06:18:51,35.59,2026/05/02 06:18:51.743,NVIDIA GeForce RTX 3080,0,41,35.46,210,405,1501,10240,30,
idle,2026-05-02 06:18:53,37.68,2026/05/02 06:18:53.825,NVIDIA GeForce RTX 3080,0,41,35.60,210,405,1501,10240,30,
idle,2026-05-02 06:18:55,39.78,2026/05/02 06:18:55.940,NVIDIA GeForce RTX 3080,0,41,35.55,210,405,1501,10240,30,
idle,2026-05-02 06:18:58,41.92,2026/05/02 06:18:58.083,NVIDIA GeForce RTX 3080,0,41,35.63,210,405,1501,10240,30,
idle,2026-05-02 06:19:00,44.04,2026/05/02 06:19:00.187,NVIDIA GeForce RTX 3080,3,41,35.58,210,405,1501,10240,30,
idle,2026-05-02 06:19:02,46.14,2026/05/02 06:19:02.286,NVIDIA GeForce RTX 3080,0,41,35.49,210,405,1501,10240,30,
idle,2026-05-02 06:19:04,48.22,2026/05/02 06:19:04.367,NVIDIA GeForce RTX 3080,0,41,35.63,210,405,1501,10240,30,
idle,2026-05-02 06:19:06,50.3,2026/05/02 06:19:06.447,NVIDIA GeForce RTX 3080,0,41,35.52,210,405,1501,10240,30,
idle,2026-05-02 06:19:08,52.38,2026/05/02 06:19:08.529,NVIDIA GeForce RTX 3080,0,40,35.51,210,405,1501,10240,30,
idle,2026-05-02 06:19:10,54.46,2026/05/02 06:19:10.610,NVIDIA GeForce RTX 3080,0,40,35.47,210,405,1501,10240,30,
idle,2026-05-02 06:19:12,56.54,2026/05/02 06:19:12.707,NVIDIA GeForce RTX 3080,0,40,35.41,210,405,1501,10240,30,
idle,2026-05-02 06:19:14,58.64,2026/05/02 06:19:14.787,NVIDIA GeForce RTX 3080,2,40,35.42,210,405,1501,10240,30,
idle,2026-05-02 06:19:16,60.72,2026/05/02 06:19:16.867,NVIDIA GeForce RTX 3080,0,40,35.28,210,405,1501,10240,30,
idle,2026-05-02 06:19:18,62.8,2026/05/02 06:19:18.948,NVIDIA GeForce RTX 3080,0,40,35.31,210,405,1501,10240,30,
idle,2026-05-02 06:19:21,64.88,2026/05/02 06:19:21.029,NVIDIA GeForce RTX 3080,0,40,35.15,210,405,1501,10240,30,
idle,2026-05-02 06:19:23,66.96,2026/05/02 06:19:23.110,NVIDIA GeForce RTX 3080,0,40,35.36,210,405,1501,10240,30,
idle,2026-05-02 06:19:25,69.04,2026/05/02 06:19:25.207,NVIDIA GeForce RTX 3080,0,40,35.17,210,405,1501,10240,30,
