phase,wall_time,elapsed_sec,gpu_timestamp,gpu_name,utilization_gpu_percent,temperature_gpu_c,power_draw_w,clock_sm_mhz,clock_mem_mhz,memory_used_mb,memory_total_mb,fan_speed_percent,loss
idle,2026-05-03 04:55:45,0.0,2026/05/03 04:55:45.466,NVIDIA GeForce RTX 3080,0,48,58.52,1710,9251,1428,10240,30,
idle,2026-05-03 04:55:47,2.13,2026/05/03 04:55:47.578,NVIDIA GeForce RTX 3080,0,50,101.19,1710,9251,1428,10240,30,
idle,2026-05-03 04:55:49,4.25,2026/05/03 04:55:49.698,NVIDIA GeForce RTX 3080,0,51,101.23,1710,9251,1428,10240,30,
idle,2026-05-03 04:55:51,6.37,2026/05/03 04:55:51.831,NVIDIA GeForce RTX 3080,0,50,99.80,360,810,1428,10240,30,
idle,2026-05-03 04:55:53,8.5,2026/05/03 04:55:53.967,NVIDIA GeForce RTX 3080,0,47,39.49,210,405,1428,10240,30,
idle,2026-05-03 04:55:56,10.63,2026/05/03 04:55:56.084,NVIDIA GeForce RTX 3080,0,46,36.51,210,405,1428,10240,30,
idle,2026-05-03 04:55:58,12.75,2026/05/03 04:55:58.204,NVIDIA GeForce RTX 3080,2,46,36.55,210,405,1428,10240,30,
idle,2026-05-03 04:56:00,14.87,2026/05/03 04:56:00.320,NVIDIA GeForce RTX 3080,0,46,36.41,210,405,1428,10240,30,
idle,2026-05-03 04:56:02,16.99,2026/05/03 04:56:02.454,NVIDIA GeForce RTX 3080,0,46,36.25,210,405,1428,10240,30,
idle,2026-05-03 04:56:04,19.12,2026/05/03 04:56:04.575,NVIDIA GeForce RTX 3080,0,46,36.35,210,405,1428,10240,30,
idle,2026-05-03 04:56:06,21.24,2026/05/03 04:56:06.694,NVIDIA GeForce RTX 3080,0,46,36.35,210,405,1428,10240,30,
idle,2026-05-03 04:56:08,23.37,2026/05/03 04:56:08.834,NVIDIA GeForce RTX 3080,0,45,36.38,210,405,1428,10240,30,
idle,2026-05-03 04:56:10,25.5,2026/05/03 04:56:10.953,NVIDIA GeForce RTX 3080,0,45,36.38,210,405,1428,10240,30,
idle,2026-05-03 04:56:13,27.62,2026/05/03 04:56:13.072,NVIDIA GeForce RTX 3080,0,45,36.08,210,405,1428,10240,30,
idle,2026-05-03 04:56:15,29.74,2026/05/03 04:56:15.191,NVIDIA GeForce RTX 3080,0,45,35.88,210,405,1428,10240,30,
idle,2026-05-03 04:56:17,31.87,2026/05/03 04:56:17.315,NVIDIA GeForce RTX 3080,0,45,36.02,210,405,1428,10240,30,
idle,2026-05-03 04:56:19,33.99,2026/05/03 04:56:19.453,NVIDIA GeForce RTX 3080,0,45,36.01,210,405,1428,10240,30,
idle,2026-05-03 04:56:21,36.12,2026/05/03 04:56:21.573,NVIDIA GeForce RTX 3080,2,45,36.03,210,405,1428,10240,30,
idle,2026-05-03 04:56:23,38.25,2026/05/03 04:56:23.712,NVIDIA GeForce RTX 3080,0,45,36.00,210,405,1428,10240,30,
idle,2026-05-03 04:56:25,40.38,2026/05/03 04:56:25.832,NVIDIA GeForce RTX 3080,0,45,35.99,210,405,1428,10240,30,
idle,2026-05-03 04:56:27,42.5,2026/05/03 04:56:27.969,NVIDIA GeForce RTX 3080,0,45,36.17,210,405,1428,10240,30,
idle,2026-05-03 04:56:30,44.64,2026/05/03 04:56:30.089,NVIDIA GeForce RTX 3080,3,45,36.27,210,405,1428,10240,30,
idle,2026-05-03 04:56:32,46.76,2026/05/03 04:56:32.210,NVIDIA GeForce RTX 3080,0,45,36.09,210,405,1428,10240,30,
idle,2026-05-03 04:56:34,48.88,2026/05/03 04:56:34.332,NVIDIA GeForce RTX 3080,0,45,36.12,210,405,1428,10240,30,
idle,2026-05-03 04:56:36,51.0,2026/05/03 04:56:36.467,NVIDIA GeForce RTX 3080,2,45,36.12,210,405,1428,10240,30,
idle,2026-05-03 04:56:38,53.14,2026/05/03 04:56:38.588,NVIDIA GeForce RTX 3080,0,45,36.18,210,405,1428,10240,30,
idle,2026-05-03 04:56:40,55.26,2026/05/03 04:56:40.710,NVIDIA GeForce RTX 3080,1,45,36.22,210,405,1428,10240,30,
idle,2026-05-03 04:56:42,57.38,2026/05/03 04:56:42.828,NVIDIA GeForce RTX 3080,1,44,36.07,210,405,1428,10240,30,
idle,2026-05-03 04:56:44,59.5,2026/05/03 04:56:44.949,NVIDIA GeForce RTX 3080,1,44,36.09,210,405,1428,10240,30,
idle,2026-05-03 04:56:47,61.62,2026/05/03 04:56:47.067,NVIDIA GeForce RTX 3080,0,44,36.00,210,405,1428,10240,30,
idle,2026-05-03 04:56:49,63.73,2026/05/03 04:56:49.180,NVIDIA GeForce RTX 3080,0,44,35.98,210,405,1428,10240,30,
